"r.id","r.title","r.tally_ayes","r.progress_report","r.tally_nays","r.status","r.requested"
348.0,"Cancel Ref 341 - Dolpha.com seeking 150,000 DOT ","103956023937789475","","1839396872152575",Executed,-1
349.0,Polkadot Workshop @ UPR Mayaguez,"21863484185411339","","1389035726849249",Executed,"4820000000000"
350.0,sub0 Asia 2024 - pre-funding request,"429068005653048227","","12902360674714393",Executed,"999500000000000"
351.0,Proposal for the Deregistration of Equilibrium Parachain,"293670693732923","","45763664659711933",TimedOut,-1
352.0,Financial Support for Polkadot Blockchain Academy (PBA).,"1745751980649949","","10760300025477984",Rejected,"4500000000000"
353.0,"Polkadot IRL ADS Campaign #1 - Out of Home Digital Billboards, Toronto Canada","12848460818512216","","135627094514855748",Rejected,"19500000000000"
354.0,Influencer Marketing Campaign for Polkadot Community Engagement,"189656761885379","","334454725742861930",TimedOut,"487500000000000"
355.0,Polkadot Staking Dashboard: Maintenance and Growth of Polkadot UX Proposal,"142429215249110582","","10320513668829323",Executed,"222520000000000"
356.0,Amplification of important ecosystem posts on X,"633031421112513139","","472660663308068494",Executed,"110590000000000"
357.0,Amplification of important ecosystem posts on X,"400120519518301326","","195044483359554206",Executed,"10000000000000"
358.0, Polkadot Unity SDK proposal to become a Verified Solution (Part 2),"544184949196751836","","2230813316583380",Executed,"416670000000000"
359.0,Treasury Proposal: An expansive course on Substrate and Polkadot,"402612786354903178","","309806860160676412",Executed,"105413270000000"
360.0,Magnet Milestone 2 Proposal: Polkadot’s Smart Contract Docking Station using DOT as Gas Based on On-demand Coretime Model,"132203932181211292","","2492306466693924",Executed,"264487360000000"
361.0,Retroactive Funding to Pepe Araucano for the Polkadot Meetup Buenos Aires,"9563734506632377","","4945149063194007",Executed,"5000000000000"
362.0,Bagpipes - Powerful No-code Cross-Chain XCM Dapp and Workflow Builder for the Polkadot Ecosystem 🪄,"434930044958305672","","39098682863627266",Executed,"259107234000000"
363.0,Funding of Polkadot System Parachain Collators,"127635641023827789","","2690778850926468",Executed,-1
364.0,[Retroactive] Funding Development Costs for Dot Code School PoC - An Interactive Coding School to Build Meaningful Web3 Applications using the Polkadot SDK,"439708944835018294","","2741600845947794",Executed,"25000000000000"
365.0,WagMedia - Collective Content Creation for 26 Weeks,"439559236664503226","","10119409997326778",Executed,"260580000000000"
366.0,"substrate-etl 2.0: Polkadot + Kusama Data on Dune (12 months, 3/15/24-3/14/25)","590947685244447900","","258444080560538345",Executed,"3250000000000000"
367.0,"Polkadot Music Events Initiative - onboarding fans, artists and builders to Polkadot through music","61356418470812","","37189347346255274",TimedOut,"1768520000000000"
368.0,"Big Tipper Proposal : Retroactive fund - Meetup Multi Chain 2023 - Curitiba, Brazil ","405529925423484460","","5182296316276019",Executed,"2820000000000"
369.0,"2nd installment for the referendum #196 already approved (2/3)","406753332373338462","","24356262892413517",Executed,"17980000000000"
370.0,Kalatori — non-custodial Polkadot/AssetHub payment gateway for eCommerce,"412001962742493820","","5480034025731898",Executed,"444295000000000"
371.0,Milestone 4 Report: Polkadot x EasyA Hackathons at Harvard and in London (#60DaysOfPolkadot),"426197231487979871","","9918710199275774",Executed,"103569000000000"
372.0,Subsquid - Public data indexing Infrastructure for Polkadot and Kusama (Q3 2023),"149318906725291681","","5930900741094392",Executed,"452347700000000"
373.0, Proposal for retroactive funding of Fellowship product development.,"422567405832938591","","1480964512357278",Executed,"257961800000000"
374.0,Ignite Polkadot | Campaign #1,"802369854894307368","","717465566131460797",Executed,"206320000000000"
375.0,Polkadot Blockchain Academy - funding and reimbursement for costs associated with Wave 4 in Hong Kong.,"558477870385353879","","12321530395348016",Executed,"2489861307620000"
376.0,Unchained (by Laura Shin) X Polkadot - Sponsorship Proposal ,"423241062354386192","","5879908043387294",Executed,"577816900000000"
377.0,Infrastructure funding for Polkadot Asset Hub #2 -  Components,"410619152809271356","","19475027517093113",Executed,"718420000000000"
378.0,Reimburse AssetHub HRMP channel deposit,"24491524135266454","","4342270788443636",Executed,-1
379.0,NFT XCM,"186985994889742732","","16431745648191678",Executed,"1067000000000000"
380.0,Setting the relay chain's safeXcmVersion to v3,"1133955188938263591","","1997275300445778",Executed,-1
381.0,BLOX MEDIA GROUP - Media Package,"2650946151087827","","903748726010466679",Rejected,"558583100000000"
382.0,Continuous Coverage on Ivan on Tech for a FULL YEAR,"407227185525566945","","22682661835446738",Executed,"240000000000000"
383.0,Executive Search for PolkaDot - Senior BD Executive Search for PolkaDot ,"400622440134997581","","687920763127007286",Rejected,"27500000000000"
384.0,Boosting NFT Education in Latin America with the Polkadot Ecosystem,"209727551100000","","159595659094643131",Rejected,"42670000000000"
385.0,Community Memecoin launch marketing campaign,"882323830916722811","","564248126469003013",Executed,"915570000000000"
386.0,Untitled,"0","","30609946768448107",TimedOut,"99000000000000"
387.0,"Polkadot Decoded 2023, final tranche (June, Copenhagen, DK)","543058439813514020","","9904150810611297",Executed,"646580000000000"
388.0,Promoting the adoption of Polkadot through Gaming - The Great Escape,"150539939077829449","","410428465114710182",Rejected,"219690000000000"
389.0,A Chain of Blocks - ACOBJason - 6 Months Continual Polkadot EcoSystem News & Explanations,"420553082955692310","","20040051328227598",Executed,"82500000000000"
390.0,THIS PROPOSAL IS AN ERROR. PLEASE IGNORE: THE AMOUNT IS NOT CORRECT. PLEASE VOTE NAY. ,"252510000000000","","159257421008632479",Rejected,"44170120000000000"
391.0,Marketing Support NoSpec,"461697475548939439","","17859952537505462",Executed,"5400000000000"
392.0,(please read the important update first) To build the Sónar +D DAO by Polkadot: How blockchain can revolutionize the music industry.,"965377063194007","","560182062287292797",Rejected,"441701200000000"
393.0,Finding and fixing a vulnerability in broker-pallet,"28223331946358430","","1984635944890484",Executed,"1000000000000"
394.0,Assigning a Curator to Bounty 32 (System Parachain Collator Bounty),"164311668507607974","","22370443839056598",Executed,-1
395.0,Twitter Kols Outreach,"122621531000000","","141022896903033685",TimedOut,"7000000000000"
396.0,Chopsticks Web for dry run governance proposals and more,"161888585857029179","","84876229564742",Executed,"20000000000000"
397.0,Maintenance & Support Substrate Python API (Oct-Dec 2023),"38686570971086035","","137203229564742",Executed,"27441100000000"
398.0,Error in Submission and Address,"251421603700000","","39222377992070419",Rejected,"2250000000000"
399.0,Small Tip to CultureDot for their efforts to market Polkadot,"2066933777962458","","32559685844092491",Rejected,"500000000000"
400.0,Approve Current Fellowship V and VI Dan Members,"139503433786478180","","512307783225472",Executed,-1
401.0,Proposal: Polkadot Brand Awareness Campaign with Crypto Banter - Ran Neuner / PLEASE VOTE NAY,"163323736492234623","","1067607787113053943",Rejected,"386840000000000"
402.0,Marketing Bounty,"553693094729152908","","10568219636736719",Executed,-1
403.0,Re-submission: Open HRMP channels between AssetHub and Polimec,"330560192790820497","","61067953921460",Executed,-1
404.0,Web3 Association 2024 Sponsorship,"224741362587345","","148789241834817649",Rejected,"16580000000000"
405.0,Error! Please vote NAY,"822715289358169","","159288805879281417",TimedOut,"1600000000000"
406.0,"Representing Polkadot on Radio Intereconomía & BDZ, the Main Spanish Web3 Event","32212188241931402","","1153401235388797",Executed,"1600000000000"
407.0,Treasury Proposal for Zeeve Wrench - an open-source Parachain Automation Framework,"4062650568534576","","14576859115545188",Rejected,"124890000000000"
408.0,ink! + Ethereum RPC = ethink!. Proposal-01: PoC and Prototype.,"157080524937917202","","1293491000000000",Executed,"99750000000000"
409.0,Polkadot Southeast Asia Developer Community Expansion for 1 Year Operation,"534712675072997581","","157964162389741050",Executed,"566000000000000"
410.0,Curators Candidates - Bounty #28,"548493342473398237","","15817509497352819",Executed,-1
411.0,"Polkadot Developers Conference // sub0 September 19-20, 2023 in Lisbon, Portugal - Final tranche","165078081648620903","","1806104000000000",Executed,"650500000000000"
412.0,Polkadot in Finance: A Strategic Partnership Development Proposal,"492010642920787937","","174249250357627221",Executed,"31578900000000"
413.0,"Building a Polkadot Hub for DevRels, Talent Pipeline and Potential Deal Flow for the Polkadot Ecosystem from the Philippines","185465010000000","","32803255219984660",Rejected,"550000000000000"
414.0,Open HRMP Channels Between AssetHub And InvArch,"162008412244344278","","485421172469272",Executed,-1
415.0,'Behind the Code II' - A Web Documentary series - OpenGov proposal ,"705477167106705325","","5029422226682906",Executed,"515740000000000"
416.0,"Upgrade Polkadot v1,001,000","794505155868592994","","338608081208204890",Cancelled,-1
417.0,Marketing Support NoSpec Tipper 2,"66239821398784630","","8431434086192299",Executed,"10000000000000"
418.0,PolkaWarriors - Cultivate a robust & collaborative community of Polkadot in Vietnam,"492264442360637797","","20160214524074957",Executed,"99000000000000"
419.0," Illustrated Book: ""The Sacred Coin Quest"" - Create a Collective Memory","4356597318281898","","138866628862109821",Rejected,"2500000000000"
420.0,Big Tip for Content in Portuguese - Verbo DotSama,"29517393213204470","","8357808037159986",Executed,"6730000000000"
421.0,Retroactive tip for Polkadot hackathon brunch in Dubai and Budapest,"26826374477634419","","717214000000000",Executed,"2260000000000"
422.0,DOT Experts Tip for Hector Bulgarini for Proposal #379: NFT XCM,"592952486491156650","","129768975225232033",Executed,"9990000000000"
423.0,Proposing Curators for Bounty #31,"164679179318399400","","23257293055831126",Executed,-1
424.0,Encode Club x Polkadot Education Programming 2023 - A Summary Report of Tranche 4 to Request Funding for Tranche 5,"24387722652022991","","32955410987194170",Rejected,"16783700000000"
425.0,Treasury Proposal: Marketing and media proposal for Polkadot in China,"507032755997627146","","42210800918299636",Executed,"82080000000000"
426.0,Private Transfers of DOT,"62334308130584395","","26074015553425889",Executed,"116550000000000"
427.0,Encode x Polkadot 2024 Programming,"170228000000000","","31038511033711518",Rejected,"170383700000000"
428.0,Update Sufficient Asset Minimum Balances,"154294506236651752","","736635222607209567",Cancelled,-1
429.0,"","30569264154149977","","4455630303651397",Executed,-1
430.0,Open HRMP channels between AssetHub and Hashed Network,"40110458533452694","","2997015466367117",TimedOut,-1
431.0,Polkadot Watchdogs Governance Monthly Incentive Referendum #1 - VOTE NAY,"9965286622540268","","175983696236265291",Rejected,"1000000000000000"
432.0,Treasury proposal: DOT liquidity loan for Bifrost DOT liquid staking token (vDOT) to be returned + DOT Staking rewards to Polkadot Treasury,"692494540687407312","","7481265197692729",Executed,"5000000000000000"
433.0,"","35194576617520647","","309241224320845",Executed,-1
434.0,Press Kit Polkadot 2.0,"3576108190186394","","324223137201167428",Rejected,"133330000000000"
435.0,Approval of curators for Bounty 33 (marketing bounty),"627715672153211706","","28931805931572603",Executed,-1
436.0,Retroactive reimburesement for para upgrade fees contributions,"156569376316195912","","392886491327239",Executed,"5500000000000"
437.0,Integrating Polkadot Blockchain for Decentralized Electric Vehicle Charging Network,"2779083436185267","","30268917074693492",Rejected,"384600000000000"
438.0,Open HRMP channels between AssetHub and Unique Network,"157474588765251240","","466981328023861",Executed,-1
439.0,"Retroactive Funding for ORML, Chopsticks, and Subway","540207735053157933","","18102778976467736",Executed,"1000000000000000"
440.0,Clean up undecodable storage entry,"1070902265688842744","","2203037503110687",Executed,-1
441.0,DOT Experts Tip for OnlyDeFiGuy for Proposal #432 | Bifrost vDOT liquidity loan,"58768802704883671","","756683000000000",Executed,"1500000000000"
442.0,OpenZeppelin x Polkadot Ecosystem Growth Phase M2,"520146401261669539","","25352931090263295",Executed,"343155743770000"
443.0,"Update Polkadot Asset Hub v1,001,001 and Sufficient Asset Minimum Balances","5214534074852575","","161828016965830995",Cancelled,-1
444.0,"Cancelling Referenda 416, 428, and 443 in a batch","892876314415250031","","927870000000000",Executed,-1
445.0,[PLEASE REJECT] Bridging Minds with TEACHMEDEFI: Growing Polkadot‘s Mindshare in the Crypto Space,"3902147004691655","","22825638549722428",Rejected,"255550000000000"
446.0,POLKADOT IRL CAMPAIGN #2 - BERLIN TAXIS,"513889468331508896","","16401756834143006",Executed,"112500000000000"
447.0,Polkadot Branding and Differentiation Partnership with Cointelegraph,"537140259225579648","","13334094200803078",Executed,"439460000000000"
448.0,[Retroactive] SubWallet 14 Months Development,"531342348300344144","","72412773503197578",Executed,"2092500000000000"
449.0,Mistake in pre-image - please vote NAY,"5500000000000","","35197936661092720",TimedOut,"8183610000000000"
450.0,Project Glove: Introducing Capital Efficiency and Pseudo-Anonymity on top of OpenGov,"580511054172262580","","345893611948086977",Executed,"818360000000000"
451.0,Redot #1: Polkadot Restaking and Enabling Polkadot DA Capabilities,"198266370453258086","","163012628178445027",Executed,"66558680000000"
452.0,Dota: Build up an Inscription Ecosystem on Polkadot,"300732825220883556","","583281871151506644",Rejected,"645160000000000"
453.0,De-register parachain ID 2057,"217743693554300141","","1422207314774661",Executed,-1
454.0,CryptoRank.io Exclusive Proposal: Empowering Polkadot’s Presence in the Crypto Sphere and Attracting New Active Users,"382107065089378","","261874907196118541",Rejected,"371000000000000"
455.0,The Polkadot Caravan Tour: Bridging the Gap in the U.S. Crypto Landscape,"50524200000000","","688151676518234028",Rejected,"1000000000000000"
456.0,Open HRMP channels between AssetHub and Hashed Network,"63030422574548912","","342294347398596",Executed,-1
457.0,USDT and USDC Acquisition for the Treasury,"656381745139760949","","429061828939706",Executed,-1
458.0,Upgrade System to v1.1.2,"1219522559384856932","","100000000000",Executed,-1
459.0,Tip for 2023 Treasury Budget Analysis,"31708746601119851","","50250000000000",Executed,"9520000000000"
460.0,Tip for Educational Content: OpenGov Thought Leadership,"56925936653923433","","151915197692729",Executed,"9520000000000"
461.0,"3nd installment for the referendum #196 already approved (3/3)","191411508402184711","","17299454192483507",Executed,"16550000000000"
462.0,Retroactive Funding for Mimir - A Powerful Multisig Management Application For Polkadot Ecosystem,"255369907600588272","","67235453996705864",Executed,"216700000000000"
463.0,Polkadot Hackathon Global Series 2024: North America Edition,"368273952137623767","","28389544808483415",Executed,"510340000000000"
464.0,Paseo - Developer Testnet Funding,"762959185951810325","","535048317945450",Executed,-1
465.0,SmallTipper,"29616199682971971","","511960379381906",Executed,-1
466.0,Polkalator,"3052114276028223","","30140188719343133",TimedOut,"2000000000000"
467.0,Polkadot-API: development financing,"497698949781310975","","386092946822493",Executed,"135090000000000"
468.0,Project Proposal: Integration & Support for  Moonbeam,"400578884560278904","","6846820307211586",Executed,"315000000000000"
469.0,Setup of two Swiss Foundations for DED and Mythos,"578302283812350203","","260336801411548708",Executed,"320000000000000"
470.0,Games Bounty [38],"452831669928854990","","134983375644396160",Executed,-1
471.0,BD Bounty [39],"447547283489342508","","259301490935507188",Executed,-1
472.0,Big Tip for a Portuguese/English educational channel,"32562610879443799","","280045813519607",Executed,"9000000000000"
473.0,Big Tip For Market Mobster Polkadot Content Since 2020,"70307769472502392","","2068878437225482",Executed,"10000000000000"
474.0,Compensate for insufficient `phragmenElection.renounce` unreserve amount,"1111151804674573384","","100000000000",Executed,-1
475.0,Tutorial Media funding for KryptosChain,"29730295554061959","","208557305292421037",Rejected,"7121700000000"
476.0,NoSpec Content Creator Support. ,"399036790626119410","","12637546772288311",Executed,"86660000000000"
477.0,Polkadot Decoded 2024 treasury spend tranche 1/2,"801683212742716425","","3726628150519530",Executed,"1842358200000000"
478.0,Small Tips for Retroactive Content,"22666701158870037","","2927987519139702",Executed,"2000000000000"
479.0,ETHDenver 2024 - Polkadot - Event Recap Video Marketing - Amplify Presence at One of the Largest Blockchain Conferences,"85459203036104482","","265522512203782623",Rejected,"10000000000000"
480.0,Retroactive tip for work done on exchanging a member in the ranked collective,"25934624618386148","","929834439517354",Executed,"800000000000"
481.0,Formation of new space. Eliminate blockage. Developed for peace!,"110932000000000","","37598690438421884",Rejected,"2000000000000"
482.0,DeFi Infrastructure & Tooling Bounty,"720914230173415632","","10315659111568365",Executed,-1
483.0,Polkassembly Social Contract 2024,"596249622176324182","","136151088852542639",Executed,"1720669300000000"
484.0,Polkadot Moderation Team Bounty Top-up,"685758434610369907","","9578381148284530",Executed,"325282400000000"
485.0,Polkadot Ecosystem Discord Risk Mitigation,"544196454049111753","","10557562962547285",Executed,"0"
486.0,Retroactive Tip For Independent Content Creation,"250928108105706852","","3856586745208935",Executed,"9000000000000"
487.0,Polkadot Ambassador Program,"326132450699458527","","20136477668576494",Executed,-1
488.0,Refill Marketing Bounty [33],"760626430394969388","","191631971233169787",Executed,"1000000000000000"
489.0,Setting setOnDemandQueueMaxSize to 500,"964487690677092025","","100000000000",Executed,-1
490.0,Funding Development Costs for Expanding Dot Code School — Interactive Coding School — Bridging the Gap Between Online Learning and Real-World Web3 Development with Local Coding Environments,"622727064554352135","","64739917496619503",Executed,"200000000000000"
491.0,Polkadot Greece (Retroactive),"25905036868194888","","9238010892759097",Executed,"9690000000000"
492.0,Proposal: 2024 Polkadot Decoded Asia (Singapore) September 16 -17 (During the Singapore Token 2049 week),"622467645664902893","","194587240199342013",Executed,"541210000000000"
493.0,LiteSend - remittance service secured by Polkadot,"622768484433429972","","4787013205915881",Executed,"287610000000000"
494.0,Implementing a Polkadot-native system parachain for data storage: Phase 1/3,"433741165728205038","","68651332125280824",Executed,"651780000000000"
495.0,The Sónar+D DAO by Polkadot,"5719767296125110","","835300809423755677",Rejected,"412428400000000"
496.0,Veles project proposal - Carbon credits pallet,"254197531586593745","","171262034055326642",Executed,"50000000000000"
497.0,Bounty Proposal: Business Development Polkadot in Spain & Andorra - VOTE NAY,"2314963877401491","","252379164819432714",Rejected,-1
498.0,Dot Amplify,"61435398397195086","","414563196357246705",TimedOut,"500000000000000"
499.0,Swissborg Proposal - A One Month Polkadot Awareness Campaign ,"435952449725150504","","253014025636891909",Executed,"300000000000000"
500.0,Unified Wallet And Dapp Interaction,"61686911711174153","","191027023901546146",Rejected,"440320000000000"
501.0,Tip for Longtime Polkadot Supporters CryptoWise,"26765000000000","","31791592773835721",Rejected,"10000000000000"
502.0,"Treasury Proposal: Futarchy, a New Signal Generating Tech for Polkadot Governance","368283026100910419","","11656826549713128",Executed,"939624906510000"
503.0,Milestone 1: EasyA x Polkadot Developer Growth via In-Person Hackathons and Crash Courses (#180DaysOfPolkadot),"503145443545115335","","66528816605318086",Executed,"520906700000000"
504.0,Retroactive funding for developing the RFCs Referenda Bot,"27416230037323332","","3482749235388797",Executed,-1
505.0,"Set `safeXcmVersion` to 3 for AssetHub, Collectives and BridgeHub","406685615959130938","","100000000000",Executed,-1
506.0,The Decentralized Future of Business Development for Polkadot,"662242283122504405","","182933113362775463",Executed,"500000000000000"
507.0,Polkadot Community Workspace NYC by Transistor,"169792368696082284","","398226767309892969",Rejected,"3109300000000000"
508.0,Polkadot sponsorship for LIFT Learning - A Fenasbac + Central Bank of Brazil initiative,"250131365889723019","","72578092534900252",Executed,"112750000000000"
509.0,Approval of curators for Bounty 39 (BD bounty),"532719792817166682","","196111890276949952",ExecutionFailed,-1
510.0,Approval of curators for Bounty 38 (Games bounty),"535018119956260084","","74271768140733921",ExecutionFailed,-1
511.0,Dot Latam Day 2023 (Retroactive),"7164344270274406","","27220328970224891",Rejected,"0"
512.0,Big Tipper Proposal: ETHDenver Official Afterparty (Bash) Polkadot Airdrop ,"395452975695496938","","3432698584736719",Executed,"10000000000000"
513.0,Open HRMP Channels between AssetHub and Crust Network,"53666208951266504","","365318376253017",Executed,-1
514.0,Conor Daly - 2024 Indianapolis 500 Sponsorship,"682226238785962204","","29571308729039244",Confirmed,"2900000000000000"
515.0,Marketing Bounty Flex [#41] - VOTE NAY,"121876238876499","","315510603774285146",Rejected,-1
516.0,Bounty Cleanup Proposal,"227885920066197246","","0",Executed,-1
517.0,Polkadot Desktop Wallet Tutorial by Altcoin Daily,"50302110000000","","725242739952938051",Rejected,"59863900000000"
518.0,Parachain Runtime Builder - Treasury,"365888959253912664","","129857309661377458",Executed,"345400000000000"
519.0,Tip for Common Good Referendum Deposit Clean-up and Validator Payout Bot,"49658747444052955","","0",Executed,"2500000000000"
520.0,Representation of Polkadot at the NERDCONF 6th Edition event in Mexico City at the BBVA Tower.,"44244041293616154","","24260000000000",Executed,"900000000000"
521.0,Explainer video for Polkadot 2.0 - easy and understandable ,"275721915504368","","350340331630677688",Rejected,"15000000000000"
522.0,(PLEASE REJECT) Read below if you are a PolkadotJS user,"15360000000000","","326498770253335834",Rejected,"800"
523.0,Rising Karting Star Seeks Polkadot Partnership(withdrawn),"300617151000000","","473354809214000519",Rejected,"82600000000000"
524.0,Transfer the Lease of Bifrost Parachain 3356 to Bifrost Parachain 2030 to avoid downtime,"46109833255636037","","220000000000",Executed,-1
525.0,Polkadot marketing proposal in Chinese speaking areas,"282773009185792251","","326750664997390501",Rejected,"104580000000000"
526.0,Bounty proposal: Business Development Polkadot in Spain & Andorra,"245199706605880817","","76017770037203184",Executed,-1
527.0,Reimbursement for lost pool rewards,"163985633930979221","","100000000000",Executed,"1218441544774"
528.0,Error - Vote NAY,"380233960344","","335133007274252784",Rejected,"250000"
529.0,Refill for marketing bounty number #33 [250k],"896607882998852143","","11949657523274970",Executed,"2500000000000000"
530.0,"","510633338906851","","225763658390676067",Rejected,"5867"
531.0,"1TRIBE: Africa On DOT - Phase II","38582680759964073","","313878119594569278",Rejected,"99861129440000"
532.0,Bounty Proposal: [Spanish content and event production bounty],"612872884359020481","","134335863029153895",Executed,-1
533.0,Meetups Bounty [#43],"278886481266888474","","10990412946260439",Executed,-1
534.0,NOTE - Vote Nay [Incorrect Preimage],"1447462855027388","","261229807288410634",Rejected,-1
535.0,Inscriptions generator and marketplace (tender offer),"564344628020922","","315755148842933185",Rejected,"1000000000000000"
536.0,Vote Nay,"2236627050747599","","253624401600639845",Rejected,"39326"
537.0,Vote Nay,"2866900646839105","","250721811731295747",Rejected,"315000000000000"
538.0,SmallTipper,"195799952943896206","","259223579718795",Executed,-1
539.0, Polkadot Developer Community in China Expansion for 1 Year Operation,"333212807197319665","","327374535671759120",Executed,"393260000000000"
540.0,POLKADOT <> KUSAMA BRIDGE SECURITY BOUNTY,"309557453087868124","","5582106445514182",Executed,-1
541.0,Universal Hybrid Substrate Faucet,"100632103310163173","","79381295039766076",Executed,"44710000000000"
542.0,OpenGov Discord Voting Bot Development,"808562303612580928","","3355201000000000",Executed,"147374700000000"
543.0,Retroactive Small Tips for Content (February),"20846450572631789","","263523095309422084",Rejected,"200"
544.0,Talisman Unified Retroactive Proposal #2,"694450662560015914","","4442630355796187",Executed,"980260000000000"
545.0,Initialize Kusama GRANDPA light-client running on Polkadot BridgeHub,"771107683388915429","","300000000000",Executed,-1
546.0,Request for transferring all the DOT from the hacker's account to the Starlay's account,"14550043264711693","","33207402697620345",TimedOut,-1
547.0,Replaced by Proposal #551 Amharic Chain Polkadot Academy to Small Spender Track,"1616067647552435","","41837955373398429",TimedOut,"36000000000000"
548.0,"[VOTE NAY] DED Token birthing phase: ""EDs"" and technical proposal | On-Demand Governance for Assets on Asset Hub. ","29703822732848312","","321667739176645784",Rejected,"312000000000000"
549.0,SHITTY PROPOSAL SORRY,"0","","249165756739604523",TimedOut,"35000"
550.0,"PolkaMAPS, a DOTins project","524223100000000","","314178858718003784",Rejected,"351000000000000"
551.0,AmharicChain Polkadot Academy,"1000000000","","309854099857315884",TimedOut,"36000000000000"
552.0,"Token Terminal x Polkadot data partnership - Polkadot ecosystem on Token Terminal and their partner platforms (Bloomberg, MarketVector)","613993053438270820","","3202011000000000",Executed,"1718270000000000"
553.0,Paseo Testnet - Curator submission,"225863162653888640","","178654000000000",Executed,-1
554.0,"Polkadot Pulse Dubai Edition & Networking Night @ Token2049, Dubai","519640577897234583","","64094630024849632",Executed,"323932000000000"
555.0,{bash} Events (the PMEI team) - a music and technology sandbox | onboarding users into Polkadot through music,"289932301074587779","","127268728999174304",Executed,"643290000000000"
556.0,DED Bounty - VOTE NAY,"63787373155045221","","526044319231610777",Rejected,-1
557.0,BD Bounty (retry),"411468285882872426","","36567344859848543",Executed,-1
558.0,Games Bounty (retry),"530688440089630284","","36602209379152983",Executed,-1
559.0,Tip for maintenance of the ORML pallets,"226030183140336617","","230280000000000",Executed,"10000000000000"
560.0,Polkadot Hydration: Treasury LP,"564973538005141313","","93163244005817027",Executed,"10000000000000000"
561.0,Polkadot Hydration: Liquidity Incentives,"566327590634391271","","93151693440277908",Executed,"9999999999999999"
562.0,AMI Bounty Program,"66560040244452863","","58860913292368061",Executed,-1
563.0,"","3513545467962191","","27988530172904589",TimedOut,-1
564.0,"Cancelling DED Tech Proposal, and Deferring to DED Bounty Fund","40802272882983502","","5942744879075688",TimedOut,"312000000000000"
565.0,Please vote to reject! The preimages hash is incorrect.,"220192972417393630","","318207615666248813",Rejected,-1
566.0,"","0","","219160578647404867",TimedOut,"6621"
567.0,Pinkdrop: Powering User Engagement and Ecosystem Growth,"559760355084633168","","3927072075987436",Executed,"72150000000000"
568.0,Proposal: Codigo Brazuca + Polkadot Brazil - Tech Academy - from Basic to Advanced  -  8 Months Track,"205517882751675388","","65215715526536686",Executed,"95000000000000"
569.0,Retroactive Tip For Solo Content Creation,"217726033047573832","","380532000000000",Executed,"9000000000000"
570.0,Duplicate of #545 - please ignore,"1590232204742318","","37245173345806785",TimedOut,-1
571.0,"","155096761928606660","","231000000000",Executed,-1
572.0,Please vote to reject! The preimages hash is incorrect,"52723342901500","","314522917383060626",Rejected,"31474"
573.0,PolkaWorld Ops and Maintenance proposal：2024.4 - 2025.3,"266880396425486617","","1784212000000000",Executed,"314740000000000"
574.0,Polkadot Anti-scam Team Bounty Top-up,"271230747654131575","","55406343673412980",Executed,"844760000000000"
575.0,Big Tip for Polkadot Brasil on X,"63017973489953050","","139166459838151676",Rejected,"6200000000000"
576.0,Continuation of work through Messari Protocol Services,"385885366908674460","","3728335199173186",Executed,"111210000000000"
577.0,Increase Awareness of Polkadot On-Brand Messages via Twitter Ads (5/1/24-12/31/24),"262668591836008294","","319487728357077585",Rejected,"977476100000000"
578.0,SmallTipper,"198341278410069382","","50231000000000",Executed,-1
579.0,SmallTipper,"198290271230069382","","50050000000000",Executed,-1
580.0,StellaSwap Incentive Program,"435850976319194353","","134765471229459330",Executed,"10000000000000000"
581.0,Polkadot Runtime Upgrade v1.1.3,"958468497134933592","","333000000000",Executed,-1
582.0,RegionX | Coretime Marketplace for Polkadot,"406707686570150985","","221633979844999895",Executed,"174060000000000"
583.0,PBA referendum - vote NAY - incorrect preimage,"582755709033567","","392176772986327509",Rejected,"2489295627960000"
584.0,Polkadot Blockchain Academy - Wave 5 in person and remote - Singapore 20th May to 20th June 2024,"481150911323153620","","6084182545786501",Executed,"1672145635180000"
585.0,SmallTipper,"98406381017087795","","470000000000",Executed,-1
586.0,Request withdrawn - replaced by whitelisted caller #593,"96370078060867839","","129663874873341913",TimedOut,"100000000000000"
587.0,Vote NO - Mistake in submission - New referenda coming shortly -  Polkadot @ Coindesk Consensus,"131000000000","","311694494923235518",Rejected,"37865"
588.0,SmallTipper,"95284973557844972","","133890000000000",Executed,-1
589.0,SmallTipper,"155405081631256631","","4110000000000",Executed,-1
590.0,Nomination Pool: Remove max pool and max member limits,"964931661800451384","","280000000000",ExecutionFailed,-1
591.0,Polkadot @ Coindesk Consensus,"604511289213662814","","42450454000000000",Executed,"389214897900000"
592.0,VOTE NAY - ERROR IN PREIMAGE,"140706145070297094","","306592642546048254",Rejected,-1
593.0,Fund system chains sovereign accounts on Polkadot BridgeHub for Polkadot<>Kusama bridge,"117102857275795630","","100000000000",Executed,-1
594.0,Open HRMP Channels between AssetHub and Mythos,"302833974417548113","","91223000000000",Executed,-1
595.0,Error - Vote no,"0","","391030135798151609",Rejected,"5000000000000"
596.0,Requesting a refill for marketing bounty number #33,"664442427029471258","","322572571968655142",Executed,"5000000000000000"
597.0,Polkadot Advertising Campaign on Brave Browser - Top-Up Request ,"640868896520750348","","15715417769787937",Executed,"589020000000000"
598.0,Proposing Curators for the DeFi Infrastructure & Tooling Bounty,"405957599804802272","","12634357919069318",Executed,-1
